,영업일자,느티나무 셀프BBQ_1인 수저세트,느티나무 셀프BBQ_BBQ55(단체),"느티나무 셀프BBQ_대여료 30,000원","느티나무 셀프BBQ_대여료 60,000원","느티나무 셀프BBQ_대여료 90,000원","느티나무 셀프BBQ_본삼겹 (단품,실내)",느티나무 셀프BBQ_스프라이트 (단체),느티나무 셀프BBQ_신라면,느티나무 셀프BBQ_쌈야채세트,느티나무 셀프BBQ_쌈장,느티나무 셀프BBQ_육개장 사발면,느티나무 셀프BBQ_일회용 소주컵,느티나무 셀프BBQ_일회용 종이컵,느티나무 셀프BBQ_잔디그늘집 대여료 (12인석),느티나무 셀프BBQ_잔디그늘집 대여료 (6인석),느티나무 셀프BBQ_잔디그늘집 의자 추가,느티나무 셀프BBQ_참이슬 (단체),느티나무 셀프BBQ_친환경 접시 14cm,느티나무 셀프BBQ_친환경 접시 23cm,느티나무 셀프BBQ_카스 병(단체),느티나무 셀프BBQ_콜라 (단체),느티나무 셀프BBQ_햇반,느티나무 셀프BBQ_허브솔트,담하_(단체) 공깃밥,담하_(단체) 생목살 김치전골 2.0,담하_(단체) 은이버섯 갈비탕,담하_(단체) 한우 우거지 국밥,담하_(단체) 황태해장국 3/27까지,담하_(정식) 된장찌개,담하_(정식) 물냉면,담하_(정식) 비빔냉면,담하_(후식) 된장찌개,담하_(후식) 물냉면,담하_(후식) 비빔냉면,담하_갑오징어 비빔밥,담하_갱시기,담하_공깃밥,담하_꼬막 비빔밥,담하_느린마을 막걸리,담하_담하 한우 불고기,담하_담하 한우 불고기 정식,담하_더덕 한우 지짐,담하_들깨 양지탕,담하_라면사리,담하_룸 이용료,담하_메밀면 사리,담하_명인안동소주,담하_명태회 비빔냉면,담하_문막 복분자 칵테일,담하_봉평메밀 물냉면,담하_생목살 김치찌개,담하_스프라이트,담하_은이버섯 갈비탕,담하_제로콜라,담하_참이슬,담하_처음처럼,담하_카스,담하_콜라,담하_테라,담하_하동 매실 칵테일,담하_한우 떡갈비 정식,담하_한우 미역국 정식,담하_한우 우거지 국밥,담하_한우 차돌박이 된장찌개,담하_황태해장국,라그로타_AUS (200g),라그로타_G-Charge(3),라그로타_Gls.Sileni,라그로타_Gls.미션 서드,라그로타_Open Food,라그로타_그릴드 비프 샐러드,라그로타_까르보나라,라그로타_모둠 해산물 플래터,라그로타_미션 서드 카베르네 쉬라,라그로타_버섯 크림 리조또,라그로타_빵 추가 (1인),라그로타_스프라이트,라그로타_시저 샐러드,라그로타_아메리카노,라그로타_알리오 에 올리오,라그로타_양갈비 (4ps),라그로타_자몽리치에이드,라그로타_제로콜라,라그로타_카스,라그로타_콜라,라그로타_하이네켄(생),라그로타_한우 (200g),라그로타_해산물 토마토 리조또,라그로타_해산물 토마토 스튜 파스타,라그로타_해산물 토마토 스파게티,"미라시아_(단체)브런치주중 36,000",미라시아_(오븐) 하와이안 쉬림프 피자,미라시아_(화덕) 불고기 페퍼로니 반반피자,미라시아_BBQ Platter,미라시아_BBQ 고기추가,미라시아_공깃밥,미라시아_글라스와인 (레드),미라시아_레인보우칵테일(알코올),미라시아_미라시아 브런치 (패키지),미라시아_버드와이저(무제한),미라시아_보일링 랍스타 플래터,미라시아_보일링 랍스타 플래터(덜매운맛),미라시아_브런치 2인 패키지,미라시아_브런치 4인 패키지,미라시아_브런치(대인) 주말,미라시아_브런치(대인) 주중,미라시아_브런치(어린이),미라시아_쉬림프 투움바 파스타,미라시아_스텔라(무제한),미라시아_스프라이트,미라시아_애플망고 에이드,미라시아_얼그레이 하이볼,미라시아_오븐구이 윙과 킬바사소세지,미라시아_유자 하이볼,미라시아_잭 애플 토닉,미라시아_칠리 치즈 프라이,미라시아_코카콜라,미라시아_코카콜라(제로),미라시아_콥 샐러드,미라시아_파스타면 추가(150g),미라시아_핑크레몬에이드,연회장_Cass Beer,연회장_Conference L1,연회장_Conference L2,연회장_Conference L3,연회장_Conference M1,연회장_Conference M8,연회장_Conference M9,연회장_Convention Hall,연회장_Cookie Platter,연회장_Grand Ballroom,연회장_OPUS 2,연회장_Regular Coffee,연회장_골뱅이무침,연회장_공깃밥,연회장_돈목살 김치찌개 (밥포함),연회장_로제 치즈떡볶이,연회장_마라샹궈,연회장_매콤 무뼈닭발&계란찜,연회장_모둠 돈육구이(3인),연회장_삼겹살추가 (200g),연회장_야채추가,연회장_왕갈비치킨,연회장_주먹밥 (2ea),카페테리아_공깃밥(추가),카페테리아_구슬아이스크림,카페테리아_단체식 13000(신),카페테리아_단체식 18000(신),카페테리아_돼지고기 김치찌개,카페테리아_복숭아 아이스티,카페테리아_새우 볶음밥,카페테리아_새우튀김 우동,카페테리아_샷 추가,카페테리아_수제 등심 돈까스,카페테리아_아메리카노(HOT),카페테리아_아메리카노(ICE),카페테리아_약 고추장 돌솥비빔밥,카페테리아_어린이 돈까스,카페테리아_오픈푸드,카페테리아_진사골 설렁탕,카페테리아_짜장면,카페테리아_짜장밥,카페테리아_짬뽕,카페테리아_짬뽕밥,카페테리아_치즈돈까스,카페테리아_카페라떼(HOT),카페테리아_카페라떼(ICE),카페테리아_한상 삼겹구이 정식(2인) 소요시간 약 15~20분,포레스트릿_꼬치어묵,포레스트릿_떡볶이,포레스트릿_복숭아 아이스티,포레스트릿_생수,포레스트릿_스프라이트,포레스트릿_아메리카노(HOT),포레스트릿_아메리카노(ICE),포레스트릿_치즈 핫도그,포레스트릿_카페라떼(HOT),포레스트릿_카페라떼(ICE),포레스트릿_코카콜라,포레스트릿_페스츄리 소시지,화담숲주막_느린마을 막걸리,화담숲주막_단호박 식혜,화담숲주막_병천순대,화담숲주막_스프라이트,화담숲주막_참살이 막걸리,화담숲주막_찹쌀식혜,화담숲주막_콜라,화담숲주막_해물파전,화담숲카페_메밀미숫가루,화담숲카페_아메리카노 HOT,화담숲카페_아메리카노 ICE,화담숲카페_카페라떼 ICE,화담숲카페_현미뻥스크림
115,2023-04-26,0,0,1,0,0,0,0,5,0,0,0,0,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,18,0,0,33,0,0,7,0,1,0,0,0,0,0,29,0,15,0,1,1,0,3,0,0,1,3,7,14,12,0,16,3,1,1,0,0,0,1,0,6,0,0,1,0,0,0,0,0,0,18,0,1,0,8,38,0,0,1,0,0,0,0,10,0,0,0,2,0,0,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,2,2,2,1,4,2,1,20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,83,6,0,2,0,0,4,0,0,12,0,0,0,2,0,1,4,4,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,22,8,48,6,40,13,7,132,14,86,9,12,12
116,2023-04-27,1,168,0,0,0,0,40,0,0,0,0,0,3,2,10,3,190,0,0,102,23,3,0,1,0,0,0,0,0,0,0,2,0,0,15,0,11,0,2,18,0,0,8,0,0,5,0,0,0,0,5,0,10,0,2,0,0,2,1,0,1,1,8,6,7,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,4,0,2,118,0,0,3,0,0,0,0,14,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,1,0,1,1,1,1,4,2,0,60,0,0,0,0,0,0,0,0,0,0,0,2,0,0,38,5,0,1,0,0,2,0,0,10,0,0,0,0,0,1,1,0,0,0,0,0,0,4,6,1,7,11,0,1,0,0,0,56,23,60,17,38,23,16,150,39,33,93,18,16
117,2023-04-28,16,0,0,0,0,0,58,12,0,2,0,1,2,3,29,2,0,1,1,0,58,2,2,0,0,0,0,91,0,0,0,6,0,0,6,0,29,0,0,34,0,0,8,0,1,4,0,0,0,0,12,2,10,0,2,1,0,4,6,0,4,0,13,8,7,0,1,2,1,1,0,0,0,1,0,27,1,0,0,0,0,3,1,0,2,0,0,4,0,7,120,0,1,6,1,0,1,0,46,2,0,0,2,1,0,9,3,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,12,1,1,60,5,0,0,0,0,2,7,0,0,0,1,3,0,23,0,5,0,6,0,0,10,0,0,5,3,220,0,2,0,1,6,5,0,0,6,4,0,6,5,7,9,41,6,8,5,8,3,32,26,56,17,29,29,32,146,23,44,67,31,21
118,2023-04-29,0,0,9,8,3,0,0,0,0,0,15,0,2,7,36,1,0,0,0,0,0,0,1,0,0,0,0,180,0,0,0,11,0,0,8,0,69,0,3,69,0,0,12,0,3,14,0,0,0,0,31,0,13,0,7,1,4,3,5,2,15,1,1,18,5,0,4,1,5,0,0,0,0,0,0,25,1,0,3,0,0,1,0,8,4,5,0,12,0,13,0,0,5,16,1,0,0,0,6,11,0,0,16,0,43,5,5,0,6,0,1,6,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,2,0,1,12,0,2,0,3,183,0,0,0,11,0,3,0,0,6,0,0,13,4,0,0,6,0,2,6,4,0,0,6,2,5,0,0,0,3,0,3,0,0,0,0,43,21,62,18,46,26,23,194,24,104,16,11,26
119,2023-04-30,10,0,14,12,0,0,0,6,0,0,1,2,5,5,30,7,0,1,5,0,0,4,0,0,0,0,0,0,0,0,0,20,0,0,23,0,79,0,5,80,0,0,11,0,0,13,0,0,0,0,33,2,20,0,4,0,3,0,0,2,22,12,34,30,36,0,0,0,6,0,0,0,0,3,0,9,2,0,1,0,0,2,1,4,6,2,0,9,0,8,0,0,5,20,3,0,0,5,50,9,0,0,3,0,53,0,13,0,4,0,4,6,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,1,0,1,13,0,2,0,2,14,0,0,0,11,0,14,0,0,34,0,0,38,10,0,0,24,1,15,6,21,0,0,11,39,23,16,23,5,24,69,71,18,8,21,29,82,59,160,68,86,122,89,426,52,79,100,37,68
120,2023-05-01,0,0,3,2,0,0,0,9,0,0,0,1,1,2,13,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,8,0,41,0,0,48,0,0,5,0,1,6,0,0,0,0,13,0,19,0,4,0,0,0,1,1,7,14,25,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,24,3,0,0,19,0,0,71,13,0,1,0,1,2,2,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,14,0,15,0,0,21,0,0,38,10,0,0,5,0,9,3,10,0,0,10,17,9,6,8,0,9,20,31,5,0,3,5,51,47,105,35,49,81,49,300,68,74,105,29,73
121,2023-05-02,0,58,0,0,0,0,9,2,0,0,0,0,0,0,5,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,13,0,5,12,0,0,10,0,1,0,0,0,0,0,7,1,14,1,1,0,0,2,0,1,7,1,5,12,5,0,1,2,2,0,0,0,0,1,0,6,0,0,1,0,0,1,0,2,10,0,0,6,0,18,0,0,6,3,0,0,0,1,6,34,0,0,4,0,0,6,2,0,6,0,1,2,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,5,0,0,5,0,0,6,2,0,0,4,0,4,0,5,0,0,2,1,1,1,1,0,2,5,4,0,0,1,4,28,26,51,21,25,29,12,98,24,18,96,24,9
122,2023-05-03,2,77,3,1,0,0,18,1,0,1,0,1,0,0,4,1,41,1,2,47,23,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,18,0,2,16,0,0,8,0,0,2,0,0,0,0,11,0,3,0,0,0,2,1,0,0,2,0,6,16,8,0,0,2,2,1,0,0,0,0,0,9,0,0,1,0,0,0,0,4,0,0,0,3,0,6,82,0,0,4,0,0,0,0,18,2,0,0,2,0,0,22,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,5,0,0,16,4,0,0,1,0,1,2,1,0,0,3,0,0,1,5,1,0,11,1,0,1,1,0,46,24,41,19,12,19,18,79,23,11,51,6,17
123,2023-05-04,12,0,11,6,2,0,0,3,7,1,1,0,5,3,38,3,0,1,3,0,0,4,0,0,0,0,0,41,0,0,0,5,0,0,7,0,29,0,5,26,0,0,9,0,0,2,0,0,0,0,26,1,7,0,3,2,1,2,0,0,7,0,3,16,1,0,1,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,72,0,0,0,3,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,1,0,0,0,1,2,0,0,0,6,0,2,4,0,3,4,0,0,0,3,4,0,0,0,13,0,10,0,0,21,0,0,14,4,0,0,10,0,14,11,13,0,0,8,2,5,7,10,2,1,17,4,0,2,3,5,25,13,27,18,16,34,16,97,22,25,82,17,19
124,2023-05-05,0,0,11,11,3,0,4,0,1,0,8,0,0,3,28,1,1,0,3,3,5,0,3,0,0,0,0,0,0,0,0,9,0,0,9,0,78,0,4,73,0,0,5,0,2,13,0,0,0,0,24,1,9,0,6,1,0,0,1,5,20,22,34,15,34,0,1,3,2,0,0,0,0,0,0,18,0,0,0,0,0,2,1,8,1,3,0,5,0,9,23,0,0,0,0,0,0,0,8,0,0,0,23,0,93,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,2,0,4,13,0,0,0,3,5,0,0,0,11,0,7,0,0,13,0,0,29,10,0,0,7,0,11,2,3,0,0,10,2,2,0,1,0,1,2,1,3,0,0,0,18,13,43,9,27,13,15,90,14,31,21,12,8
125,2023-05-06,22,0,14,12,2,0,0,0,0,1,4,2,6,4,37,5,0,3,6,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,11,0,72,0,6,64,0,0,18,0,0,7,0,0,0,0,32,4,16,1,9,1,1,1,2,6,26,7,11,38,15,0,1,1,4,0,0,0,0,1,0,9,1,0,1,0,0,1,4,2,3,0,0,4,0,10,0,0,0,0,0,0,0,0,4,0,0,0,4,0,67,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,3,0,2,9,0,1,0,0,10,0,0,0,9,0,0,0,0,10,0,0,21,9,0,0,9,0,6,3,5,0,0,12,0,0,0,3,0,0,0,0,0,0,3,0,22,12,46,16,18,22,18,141,11,75,9,3,13
126,2023-05-07,12,0,6,3,1,0,0,2,0,0,2,0,2,0,42,1,0,2,5,0,0,3,1,0,0,0,0,0,0,0,0,12,0,0,5,0,42,0,4,52,0,0,2,0,1,11,0,0,0,0,21,3,3,2,3,2,1,0,0,0,8,4,16,9,15,0,0,5,2,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,3,2,0,7,0,16,0,0,0,8,1,0,0,0,30,6,0,0,2,0,80,0,13,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,20,0,11,0,0,30,0,0,26,10,0,0,18,1,9,7,8,0,0,11,19,13,3,10,1,17,8,19,10,1,2,10,48,33,91,18,34,48,30,239,37,110,46,7,28
127,2023-05-08,0,75,0,0,0,0,18,0,0,0,0,0,0,0,0,0,50,0,0,52,13,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,15,0,2,20,0,0,8,0,0,5,0,0,0,0,7,0,1,0,2,1,1,0,0,0,2,3,7,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,7,1,0,23,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,5,0,0,8,1,0,0,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,2023-05-09,0,21,1,0,0,0,9,2,0,0,3,0,0,0,3,0,46,0,0,90,7,0,0,0,0,0,0,34,0,0,0,2,0,0,11,0,16,0,1,19,0,0,3,0,2,3,0,0,0,0,8,0,2,0,3,2,1,0,6,0,1,0,7,15,2,0,0,0,1,0,0,0,0,0,0,8,1,0,1,0,0,0,3,0,1,0,0,1,0,3,63,0,1,3,0,0,0,1,10,0,0,0,2,0,0,20,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,259,0,1,1,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,260,1,0,0,0,0,2,0,0,5,1,0,0,2,0,4,2,0,0,0,2,0,0,3,0,1,1,14,3,0,1,1,2,16,22,33,9,17,16,9,68,15,31,52,32,21
129,2023-05-10,0,122,2,0,0,0,29,0,0,1,0,0,0,1,6,0,50,0,0,52,33,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,21,0,0,41,0,0,3,0,0,6,0,0,0,0,13,2,5,0,1,0,1,0,1,1,4,0,6,6,6,0,4,0,2,1,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,2,0,4,36,0,0,2,0,0,0,0,16,1,0,0,3,0,0,7,0,0,0,0,3,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,260,0,9,0,2,0,0,3,0,0,7,1,0,0,0,0,1,1,1,0,0,5,0,0,1,1,0,0,6,1,2,0,1,0,31,15,25,14,23,44,11,71,27,22,54,21,6
130,2023-05-11,3,156,0,0,0,0,38,2,0,0,0,1,2,5,26,1,122,0,1,145,34,0,0,0,0,0,7,0,0,0,0,0,0,0,16,0,18,0,0,18,0,0,14,0,0,0,0,0,0,0,19,0,13,0,2,0,0,0,0,1,2,0,4,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,110,0,1,1,0,0,0,0,4,0,0,0,1,2,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76,1,1,1,0,0,1,1,18,1,0,50,0,0,0,0,0,0,0,0,0,0,0,1,0,36,0,4,0,2,0,0,7,0,0,11,0,0,0,1,0,2,1,5,0,0,4,0,0,2,0,1,1,13,1,3,0,1,0,18,19,43,14,12,22,18,96,24,28,74,21,14
131,2023-05-12,0,168,0,0,0,0,63,2,0,0,0,0,0,5,87,1,139,0,0,92,54,0,1,0,0,0,0,114,0,0,0,2,0,0,12,0,28,0,0,26,0,0,7,0,0,2,0,0,0,0,20,0,10,0,1,0,0,1,0,1,3,3,14,21,24,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,1,0,2,1,0,9,0,9,127,0,0,0,0,0,0,0,44,0,0,0,1,0,2,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,1,1,0,0,1,1,0,2,1,50,5,0,7,1,0,2,5,0,1,0,0,0,0,0,0,4,0,4,0,0,19,0,0,9,2,0,0,3,0,3,1,17,0,0,6,4,3,12,10,0,6,29,11,2,5,2,1,25,20,35,23,33,21,14,100,23,20,60,23,16
132,2023-05-13,16,0,13,5,3,0,0,20,2,2,2,3,4,7,43,1,0,2,4,0,0,11,0,0,0,0,35,27,0,0,0,12,0,0,16,0,104,0,3,119,0,0,16,0,0,9,0,0,0,0,27,2,14,4,8,0,5,2,2,10,16,9,19,28,26,0,0,3,13,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,2,3,0,2,0,17,0,0,0,0,0,0,0,0,6,0,0,0,10,0,69,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,7,5,0,0,5,0,0,0,1,11,0,47,0,15,0,10,0,0,28,0,0,34,11,0,0,20,1,13,12,17,0,0,24,24,23,24,53,9,15,73,41,5,16,15,14,76,64,116,55,59,105,51,312,71,45,179,49,55
133,2023-05-14,7,0,5,1,1,1,0,5,0,2,1,0,2,5,53,1,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,9,0,0,11,0,43,0,0,36,0,0,5,1,1,2,0,0,0,0,29,1,2,0,2,1,0,1,3,0,11,6,18,12,8,0,0,3,4,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,14,0,0,0,3,0,74,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,11,0,11,0,0,20,0,0,24,11,0,0,16,4,10,5,10,0,0,12,11,14,11,22,5,12,93,37,5,12,8,21,46,41,96,41,58,86,55,247,54,22,83,29,52
134,2023-05-15,0,91,0,0,0,0,28,0,0,0,0,0,0,0,0,0,34,0,0,137,13,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,32,0,0,32,0,0,8,0,0,2,0,0,0,0,3,0,2,0,1,0,0,1,0,0,4,3,12,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,2,0,0,0,0,8,3,0,0,4,0,0,27,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,48,1,1,0,1,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,2,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,2023-05-16,0,55,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,40,70,0,0,0,1,0,0,12,0,18,0,0,18,0,0,5,0,1,3,0,0,0,0,5,1,10,0,0,0,0,0,3,0,2,3,8,11,4,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,2,81,0,0,5,0,0,0,0,6,2,0,0,0,0,0,8,0,0,3,0,1,1,1,0,0,0,0,0,0,0,2,0,1,1,1,1,1,1,1,9,0,1,20,0,0,0,0,0,0,0,0,0,0,0,4,0,30,30,8,0,3,0,0,1,0,0,9,1,0,0,0,0,2,2,1,0,0,2,0,0,9,8,1,0,22,0,0,1,2,0,26,61,49,10,20,39,11,101,55,21,165,27,19
136,2023-05-17,0,0,2,0,1,0,2,0,0,0,0,0,0,0,4,0,39,0,0,49,0,0,0,0,0,0,0,23,0,0,0,5,0,0,8,0,25,0,2,34,0,0,14,0,1,2,0,0,0,0,18,1,19,0,1,1,1,0,0,1,3,2,10,9,11,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,2,0,1,0,2,46,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,85,1,0,1,1,1,0,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,30,31,7,0,1,0,0,7,0,0,11,0,0,0,1,0,6,2,1,0,0,0,5,2,1,1,0,1,1,2,0,0,0,0,20,14,23,9,15,16,7,64,29,13,65,20,16
137,2023-05-18,0,190,0,0,0,0,54,0,0,0,0,0,0,2,11,2,149,0,0,133,71,0,0,0,0,0,0,48,0,0,0,4,0,0,11,0,8,0,0,6,0,0,21,0,4,0,0,0,0,0,6,0,14,0,0,0,0,0,1,0,1,2,11,6,7,0,3,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,1,0,4,140,0,1,3,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,31,166,4,0,2,0,0,10,0,0,16,4,0,0,4,0,3,2,1,0,0,2,0,0,1,0,0,0,12,0,4,3,0,0,18,25,25,2,17,8,3,55,15,22,50,14,21
138,2023-05-19,12,62,5,5,0,0,25,3,2,0,1,2,1,13,40,1,42,0,2,54,30,3,2,0,0,0,0,140,0,0,0,7,0,0,9,0,31,0,0,31,0,0,9,4,0,4,0,0,0,0,10,0,3,1,3,0,2,0,0,1,5,1,14,11,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,93,0,0,0,0,0,0,0,48,0,0,0,1,0,0,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7,1,1,20,5,0,2,0,0,2,10,0,2,0,1,7,0,390,234,8,0,9,0,0,11,0,0,5,3,0,0,4,1,1,2,3,0,0,5,8,1,5,15,1,1,25,8,0,4,2,3,56,27,53,13,25,29,26,123,50,34,122,22,25
139,2023-05-20,22,0,7,11,1,1,0,8,1,2,6,6,5,6,40,0,0,3,4,0,0,5,2,0,0,0,0,0,0,0,0,8,0,0,19,0,39,0,1,45,0,0,3,0,0,4,0,0,0,0,26,0,11,1,6,0,2,2,3,2,18,12,56,19,31,0,0,1,5,0,0,0,0,0,0,12,4,0,2,0,0,3,2,6,1,0,0,10,0,8,0,0,0,0,0,0,0,0,6,0,0,0,10,0,29,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,8,0,7,2,0,0,10,0,2,0,2,7,0,32,0,11,0,11,0,0,28,0,0,55,10,0,0,13,6,6,17,17,0,0,21,18,17,12,34,10,7,66,30,4,14,13,18,62,51,110,29,81,92,46,277,80,38,205,42,59
140,2023-05-21,8,0,7,3,2,0,0,2,0,1,5,0,1,1,25,0,0,0,1,0,0,4,1,0,0,0,70,0,0,0,0,3,0,0,6,0,33,0,1,24,0,0,5,0,0,3,0,0,0,0,17,1,1,0,1,0,0,0,0,1,7,13,25,16,22,0,0,5,4,0,0,0,0,0,0,10,0,0,4,0,0,2,0,0,3,0,0,0,0,6,0,0,4,9,2,0,0,1,14,2,0,0,4,0,54,0,6,0,4,0,0,1,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,14,0,9,0,0,29,0,0,26,11,0,0,17,2,6,2,17,0,0,3,26,17,6,19,3,14,38,47,12,14,8,17,60,33,98,23,71,49,24,218,40,28,56,14,41
141,2023-05-22,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,69,0,0,63,9,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,11,0,2,14,0,0,4,2,0,0,0,0,0,0,7,0,0,0,1,0,1,1,0,0,3,4,17,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,3,1,0,0,0,4,0,0,0,4,0,0,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,1,0,0,3,0,0,6,0,0,0,0,0,2,1,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
